0,0,0,#NUM!
0.01,-18.60280724,-0.871244251,92.78219859
0.02,-15.57417722,-0.729401331,91.23873112
0.03,-12.58332369,-0.589327636,89.38653624
0.04,-9.986636636,-0.467714342,87.37901384
0.05,-7.834046384,-0.366899887,85.27035164
0.06,-6.089094625,-0.285176781,83.08168333
0.07,-4.693999924,-0.219838887,80.82149044
0.08,-3.589794041,-0.168124487,78.49201952
0.09,-2.722933221,-0.12752591,76.09136868
0.1,-2.047246948,-0.095880805,73.61403352
0.11,-1.524052531,-0.071377507,71.0506276
0.12,-1.121534474,-0.052525968,68.38688142
0.13,-0.813866058,-0.038116619,65.60168761
0.14,-0.580290698,-0.027177346,62.66354105
0.15,-0.404261061,-0.018933171,59.52386711
0.16,-0.272675759,-0.012770502,56.10355949
0.17,-0.175224481,-0.008206467,52.26252453
0.18,-0.103838284,-0.004863164,47.71777891
0.19,-0.052235274,-0.002446388,41.74990646
0.2,-0.015549536,-0.000728247,31.22497741
0.21,0.009969138,0.000466895,27.36378122
0.22,0.027196344,0.001273714,36.08083933
0.23,0.038325386,0.001794932,39.06035964
0.24,0.0450198,0.002108458,40.45870006
0.25,0.048533676,0.002273027,41.11149261
0.26,0.04980613,0.002332621,41.33628489
0.27,0.049535132,0.002319929,41.28889533
0.28,0.048234946,0.002259036,41.05786487
0.29,0.046280639,0.002167508,40.69861587
0.3,0.043942402,0.002057999,40.24830468
0.31,0.041411912,0.001939486,39.73313446
0.32,0.038822487,0.001818213,39.1722959
0.33,0.036264416,0.001698408,38.58024261
0.34,0.033796565,0.001582829,37.96807999
0.35,0.031455111,0.001473169,37.34445327
0.36,0.029260081,0.001370367,36.71613944
0.37,0.027220207,0.001274832,36.08845742
0.38,0.025336505,0.00118661,35.46556315
0.39,0.023604894,0.001105512,34.85066984
0.4,0.022018081,0.001031195,34.24621832
0.41,0.020566918,0.000963231,33.65401302
0.42,0.019241336,0.000901149,33.07533354
0.43,0.018031006,0.000844465,32.51102807
0.44,0.016925761,0.000792701,31.96159276
0.45,0.015915876,0.000745404,31.42723961
0.46,0.014992232,0.000702146,30.90795467
0.47,0.0141464,0.000662533,30.40354783
0.48,0.013370674,0.000626202,29.91369502
0.49,0.012658063,0.000592828,29.43797375
0.5,0.012002264,0.000562114,28.97589265
0.51,0.011397624,0.000533797,28.52691562
0.52,0.010839085,0.000507638,28.09048132
0.53,0.010322134,0.000483427,27.66601858
0.54,0.00984275,0.000460976,27.25295832
0.55,0.009397356,0.000440116,26.8507425
0.56,0.008982766,0.000420699,26.45883062
0.57,0.008596146,0.000402592,26.07670426
0.58,0.008234971,0.000385677,25.70386993
0.59,0.00789699,0.000369848,25.33986073
0.6,0.007580195,0.000355011,24.98423699
0.61,0.007282791,0.000341082,24.63658619
0.62,0.00700317,0.000327987,24.2965223
0.63,0.00673989,0.000315656,23.96368481
0.64,0.006491655,0.00030403,23.63773746
0.65,0.006257299,0.000293054,23.31836683
0.66,0.006035769,0.000282679,23.00528086
0.67,0.005826113,0.00027286,22.69820735
0.68,0.00562747,0.000263557,22.39689247
0.69,0.005439056,0.000254733,22.10109936
0.7,0.005260159,0.000246354,21.81060677
0.71,0.005090131,0.000238391,21.52520776
0.72,0.004928378,0.000230816,21.24470856
0.73,0.004774357,0.000223602,20.96892744
0.74,0.004627573,0.000216728,20.69769376
0.75,0.004487567,0.000210171,20.43084698
0.76,0.004353919,0.000203912,20.1682359
0.77,0.004226243,0.000197932,19.90971787
0.78,0.004104181,0.000192215,19.6551581
0.79,0.003987402,0.000186746,19.40442908
0.8,0.003875601,0.00018151,19.15740994
0.81,0.003768494,0.000176494,18.91398603
0.82,0.003665819,0.000171685,18.67404842
0.83,0.00356733,0.000167072,18.43749348
0.84,0.003472799,0.000162645,18.2042225
0.85,0.003382016,0.000158393,17.9741414
0.86,0.003294781,0.000154308,17.74716034
0.87,0.003210911,0.00015038,17.52319349
0.88,0.003130232,0.000146601,17.30215879
0.89,0.003052583,0.000142965,17.08397765
0.9,0.002977812,0.000139463,16.8685748
0.91,0.002905778,0.000136089,16.65587804
0.92,0.002836348,0.000132838,16.44581812
0.93,0.002769395,0.000129702,16.23832849
0.94,0.002704804,0.000126677,16.03334524
0.95,0.002642463,0.000123757,15.8308069
0.96,0.002582268,0.000120938,15.63065429
0.97,0.00252412,0.000118215,15.43283046
0.98,0.002467929,0.000115583,15.23728054
0.99,0.002413605,0.000113039,15.04395165
